Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 26/09/2017		Session Time: 4:04:01 PM
Start Time: 00:00:00.000		End Time: 00:01:01.188

EEG-C,EEG-D
256,256
-6.003,-15.082
1.599,60.849
6.153,81.197
0.356,4.104
-0.613,-18.954
0.622,-12.314
0.796,-30.550
4.489,-31.331
10.084,16.108
14.666,53.331
15.614,44.040
8.614,-9.721
-0.229,-44.493
-1.476,-22.557
-0.138,7.282
-2.410,8.547
-6.112,-2.093
-8.971,2.297
-13.075,6.178
-11.585,-4.450
-5.797,-15.795
-2.899,4.875
-3.319,27.402
-8.195,9.111
-12.756,-25.988
-8.603,-35.092
-1.264,2.062
3.551,42.912
5.274,34.635
5.560,4.354
8.321,4.144
11.197,17.592
7.295,17.435
1.918,19.049
-2.328,16.231
-4.680,8.042
-0.867,4.030
3.119,-8.159
2.453,-15.316
6.773,3.834
10.725,26.699
4.670,19.498
-1.417,-9.119
7.039,-4.675
18.598,26.225
18.530,27.796
6.550,-7.044
-5.850,-31.350
-8.229,-29.673
-1.374,6.112
4.206,39.951
0.468,23.144
-4.319,-8.097
-4.011,-34.403
-2.575,-23.421
-2.721,4.765
-3.547,1.476
-1.100,-14.418
4.626,-9.851
5.461,-1.963
1.882,4.529
0.739,9.906
1.441,-2.291
-1.345,-22.500
-6.268,-25.066
-5.222,-5.847
0.422,12.304
1.634,7.514
-2.018,-8.642
-1.904,-10.232
3.390,5.098
7.276,16.053
6.972,24.561
2.433,32.441
-0.487,22.977
-0.281,-0.834
-0.611,-21.167
4.628,-11.484
10.065,8.410
6.556,8.813
-0.062,1.847
-5.006,2.353
-5.544,2.336
-0.684,9.122
4.749,10.867
3.082,-18.368
-0.549,-41.944
3.228,-15.041
10.085,40.957
12.378,59.536
8.109,9.511
5.535,-34.194
5.401,-23.012
5.559,12.007
6.028,38.038
3.639,28.309
-1.879,-6.411
-0.300,-20.177
5.715,5.455
3.730,22.023
-1.183,5.718
-2.480,-22.246
0.390,-17.122
3.096,11.653
1.517,24.461
-1.110,13.374
-3.625,0.657
-3.148,1.111
0.076,5.131
1.965,6.932
3.524,9.585
4.418,6.448
3.653,-1.715
2.400,-8.576
3.018,-7.450
4.303,2.632
3.089,29.016
-3.337,28.509
-10.418,-9.942
-10.474,-40.594
-7.102,-35.145
-4.522,-8.721
-0.597,12.079
-0.872,8.209
-5.310,-9.669
-4.891,-12.645
0.483,5.202
0.093,22.780
-5.847,8.181
-7.027,-17.292
-2.321,-19.383
1.180,-2.119
3.218,20.143
6.674,20.084
4.831,-5.142
-1.663,-28.892
-2.959,-19.393
2.981,14.894
5.328,14.548
1.748,-16.160
1.491,-30.761
9.178,-9.923
15.296,20.762
10.253,18.557
6.710,2.266
8.660,-8.078
3.697,-21.450
-3.808,-8.516
-4.921,15.051
-5.707,6.725
-5.462,-13.278
0.464,-5.861
8.071,14.951
10.027,16.206
7.657,0.199
5.772,-4.372
6.507,4.890
4.022,-5.873
1.205,-10.347
1.327,5.437
0.393,3.268
-1.190,-19.923
-1.694,-30.982
3.144,-7.112
9.913,15.189
11.331,12.604
10.771,9.824
12.592,2.040
14.029,-11.856
10.518,-9.119
3.981,11.017
1.872,26.303
7.549,16.604
9.926,-8.832
10.013,-6.970
12.653,16.678
11.254,30.369
4.795,9.609
4.475,-18.215
11.416,-14.406
13.028,6.209
7.115,17.440
-0.168,2.173
-3.838,-24.485
-4.413,-38.099
-1.322,-23.157
1.343,6.220
-1.014,18.853
-5.741,7.040
-6.894,-13.666
-5.705,-16.953
-4.335,2.487
-4.392,12.747
-7.810,2.079
-13.350,-3.745
-12.476,3.167
-10.235,3.770
-12.872,-6.246
-13.258,-11.125
-11.155,-2.538
-13.451,1.690
-12.374,-0.486
-5.139,0.345
-5.676,-13.485
-11.140,-25.556
-11.942,-15.730
-7.203,1.105
-0.286,8.734
1.250,-2.196
-2.921,-10.739
-5.273,-6.097
-5.165,2.922
-9.154,1.904
-14.152,-1.937
-13.940,-7.491
-5.101,-15.238
8.081,-1.791
10.277,15.918
0.635,8.412
-2.403,-7.527
5.385,-7.903
9.658,-0.589
8.321,5.379
6.385,3.431
4.656,4.536
4.460,12.641
2.230,9.366
2.263,0.041
7.714,6.831
10.107,20.704
3.650,20.539
-4.984,-2.492
-6.775,-27.615
-3.357,-41.482
0.699,-20.516
5.316,23.034
5.020,27.365
-2.643,-14.456
-2.796,-24.251
5.211,5.428
3.597,9.690
-7.446,-24.989
-13.897,-38.173
-8.551,-3.202
1.188,36.132
5.363,42.558
2.596,14.767
-1.795,-15.683
-4.065,-14.050
-4.922,10.053
-5.804,21.860
-5.245,0.628
-2.108,-28.199
1.349,-30.881
3.093,-16.195
6.972,11.945
10.619,27.033
5.127,6.253
-0.569,-18.340
0.478,-4.856
6.060,21.312
3.476,19.834
-4.027,-3.439
-2.470,-7.671
1.661,-5.897
-0.286,-21.923
-2.918,-17.578
-1.752,20.907
3.071,44.106
3.287,20.791
0.016,-12.360
0.903,-19.054
2.599,-1.018
1.371,10.100
0.782,0.048
1.566,-6.050
1.344,4.810
1.449,8.027
1.718,6.846
1.234,16.968
-0.442,11.667
-0.063,-2.360
3.261,10.919
2.410,24.510
-6.464,6.464
-15.288,-25.548
-11.825,-29.611
0.305,-5.505
6.410,13.059
3.026,14.423
-2.680,7.126
-7.793,-7.411
-12.241,-11.279
-9.672,3.941
-2.432,11.345
-2.295,-1.933
-5.327,-15.966
-1.440,-15.155
6.097,-9.135
11.722,-3.012
9.140,9.307
3.825,14.314
4.034,12.642
4.403,-5.720
5.192,-20.536
4.357,-11.687
0.903,-1.852
0.115,0.528
-0.218,7.519
-0.254,12.069
1.888,0.554
0.864,-18.260
-6.409,-33.326
-9.246,-18.079
-6.579,20.572
-6.884,22.613
-6.673,-9.705
-2.235,-24.210
-0.711,-8.686
-3.209,9.291
-7.862,9.673
-8.830,0.820
-1.208,5.906
2.366,17.806
-2.138,12.186
-0.801,0.777
3.661,1.676
1.882,-1.024
-1.481,-17.349
-1.775,-17.007
-0.735,-1.768
2.939,2.195
8.865,0.552
8.237,7.070
-0.000,1.390
-6.553,-16.042
-4.073,-11.168
-2.594,-2.359
-3.831,5.263
-3.786,8.808
-3.742,1.132
-3.454,5.724
-3.722,15.796
-6.126,4.819
-12.378,-19.094
-11.660,-15.349
-8.778,-5.027
-14.526,-6.172
-17.406,-6.379
-13.618,-2.598
-10.612,-7.218
-9.262,-11.468
-5.475,-0.530
-4.697,5.703
-9.057,-6.868
-9.510,-18.265
-4.335,-9.483
0.816,15.039
2.483,25.601
0.393,-0.504
-4.496,-10.925
-8.759,-2.270
-9.032,-10.021
-8.872,-17.327
-8.237,-11.678
-5.304,-16.761
-0.979,-17.005
-0.025,-0.033
-1.264,3.819
1.568,-12.043
8.682,-10.373
7.012,0.376
0.998,4.798
1.388,7.622
6.926,-3.974
10.074,-21.114
8.344,-12.639
10.143,17.503
13.275,32.251
11.061,24.253
10.052,3.465
11.381,-15.200
12.284,-7.629
8.635,12.100
1.811,17.489
3.507,16.900
7.779,1.809
5.722,-16.800
5.847,-15.401
9.384,-9.893
12.286,4.886
14.616,23.863
11.833,16.849
6.017,-11.934
4.669,-23.301
3.580,-1.679
-0.411,14.170
-2.413,7.599
2.319,2.545
-0.062,-4.191
-6.843,-3.237
-4.556,5.820
0.917,0.160
-0.089,-7.434
-1.401,6.187
2.947,11.692
5.525,-6.412
1.195,-17.225
-3.038,-12.458
-1.814,-2.230
0.457,7.255
2.528,18.498
3.636,22.635
1.760,4.124
0.146,-8.417
1.803,2.435
0.058,9.601
-7.695,5.087
-8.407,4.828
-5.041,10.159
-7.622,13.298
-13.374,4.035
-12.818,-11.104
-3.051,-6.324
3.837,14.876
2.678,26.029
-1.070,16.280
-3.570,1.425
-5.002,-14.952
