Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 26/09/2017		Session Time: 4:30:47 PM
Start Time: 00:00:00.000		End Time: 00:01:02.500

EEG-C,EEG-D
256,256
-4.687,27.244
0.377,54.255
17.280,55.328
28.916,95.371
17.014,38.736
0.581,-15.760
-7.340,-29.226
-6.666,-21.075
-2.639,-4.159
2.824,15.730
6.840,13.146
4.220,-5.499
-4.667,-14.076
-11.707,-11.362
-5.749,7.293
6.310,18.757
5.650,1.755
-1.287,-9.897
-2.627,-11.323
-0.531,-19.143
-0.874,-15.277
-0.287,6.459
3.525,22.781
-0.883,3.157
-6.711,-22.268
-3.446,-13.582
1.588,12.760
-0.894,21.462
-5.443,3.817
-1.808,-1.635
1.928,-7.407
2.309,-24.471
6.028,-13.364
7.654,12.812
3.261,7.369
-2.915,-12.934
-4.582,-7.328
-1.436,17.317
2.280,34.406
0.995,22.597
-5.090,-5.646
-7.020,-9.834
-5.393,1.161
-3.664,-3.617
1.116,2.885
2.666,22.033
1.115,16.397
0.724,-16.624
5.434,-15.290
10.374,23.058
8.530,36.318
7.849,21.100
6.709,-13.900
-0.381,-34.853
-1.280,-18.416
5.538,8.391
9.958,18.269
11.124,5.947
10.726,-17.717
9.810,-14.668
8.983,29.650
4.017,48.050
-1.832,6.103
-1.935,-30.465
-1.124,-28.017
-1.216,-6.563
2.110,-2.242
0.636,-17.114
-4.601,-24.078
-4.715,-10.998
3.460,18.889
11.719,31.803
8.918,12.844
1.816,2.953
0.094,-6.266
1.480,-24.915
0.923,-22.292
1.161,-3.862
5.772,12.727
6.761,14.718
0.023,12.995
-3.580,2.454
-1.164,-6.305
3.431,7.012
5.857,10.084
2.961,-10.881
-3.083,-23.062
-3.366,-15.040
1.424,7.013
2.373,20.586
1.939,0.944
1.947,-35.462
-1.319,-35.494
-1.654,15.285
3.264,52.174
2.004,20.925
-2.967,-26.463
-4.028,-21.918
-3.666,24.403
-3.985,41.538
-2.313,17.669
-3.995,-20.486
-7.264,-25.360
-5.165,6.184
-0.572,28.213
-0.725,8.556
-3.491,-31.036
-2.861,-40.921
1.373,-4.620
5.999,29.532
3.679,13.275
-0.833,-15.534
-0.482,-8.132
1.889,-2.134
-1.431,-20.234
-5.247,-21.746
0.845,17.446
9.102,40.266
8.044,11.105
4.755,-33.511
7.972,-25.687
8.486,29.199
2.835,39.888
-1.662,10.899
-0.309,-11.153
-1.127,-12.934
-9.391,-15.415
-12.810,-4.228
-8.510,12.232
-7.261,-9.755
-8.396,-35.562
-3.883,-18.470
5.931,12.050
6.962,5.165
1.477,-25.826
-1.699,-32.270
-2.708,-5.402
1.199,31.522
4.082,38.990
-4.406,6.159
-13.146,-11.275
-14.537,-15.570
-11.319,-20.519
-7.055,-16.869
-5.448,-9.862
-8.301,-2.740
-11.401,3.825
-9.341,12.805
-9.303,16.431
-11.938,2.823
-9.955,-8.512
-0.869,7.529
4.855,22.619
2.819,13.335
0.210,-5.872
3.616,-16.997
6.168,-13.414
3.268,-4.161
2.564,10.442
2.056,11.498
-4.095,-12.323
-6.142,-18.532
1.311,5.606
7.380,21.077
4.257,9.261
0.840,4.536
3.175,10.957
2.597,-4.132
-0.335,-14.655
-1.349,0.453
4.275,15.554
6.546,11.485
-2.194,-1.330
-10.708,-26.538
-13.009,-39.621
-10.122,-18.914
-1.766,12.828
5.365,18.413
1.565,0.526
-3.882,-15.800
0.357,8.416
5.421,27.999
2.569,4.189
-1.878,-28.407
2.179,-20.814
5.485,13.976
1.566,26.740
-2.309,9.467
-2.988,-12.812
-1.399,-18.543
-0.655,-14.308
2.130,5.033
3.257,8.160
0.912,-4.136
1.306,-6.045
1.738,-5.815
1.397,4.714
1.542,21.683
-0.349,10.862
1.325,-9.993
6.259,-3.879
6.038,4.624
-0.447,-16.237
-2.132,-30.622
2.940,-9.316
3.723,15.713
2.127,17.890
0.360,6.593
-5.017,-1.716
-7.423,-0.320
-8.445,-4.649
-6.600,-4.007
-1.853,4.252
0.186,4.470
-1.660,1.125
-6.386,-5.387
-6.047,1.873
0.982,26.586
2.894,22.080
2.565,2.977
5.719,5.581
6.364,2.138
-2.398,-27.112
-6.958,-38.836
-1.756,-3.613
0.720,23.662
-6.014,1.607
-12.271,-23.568
-10.107,-4.616
-6.057,19.077
-9.483,5.690
-10.611,-12.127
-3.972,-4.317
2.091,6.892
5.577,8.931
4.590,11.859
2.783,10.409
-1.000,-5.813
-6.296,-16.354
-9.086,-9.730
-6.273,10.721
0.989,18.644
-0.892,-4.085
-4.334,-0.508
-1.560,21.261
-3.637,4.107
-9.585,-28.051
-7.225,-26.600
1.470,1.612
4.733,22.611
1.322,27.195
-1.722,21.949
-4.553,-5.187
-7.670,-37.900
-7.353,-25.488
-2.873,19.879
0.516,36.857
1.062,19.221
2.503,2.752
3.413,4.411
2.633,9.067
6.267,3.435
11.313,6.193
6.268,7.659
-4.688,-3.026
-10.209,-15.420
-9.347,-4.470
-7.474,14.780
-2.941,21.557
1.142,16.022
7.679,6.685
