Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 26/09/2017		Session Time: 4:10:03 PM
Start Time: 00:00:00.000		End Time: 00:01:02.000

EEG-C,EEG-D
256,256
-16.851,-29.697
-0.272,38.889
-2.940,67.856
-10.364,57.656
-14.661,3.957
-13.090,1.201
-12.785,-0.284
-14.064,-43.843
-7.388,-64.913
5.186,-2.808
7.725,60.877
-1.385,33.265
-7.711,-42.863
-2.459,-55.756
3.966,0.222
1.201,26.581
-3.002,4.779
-2.252,-8.193
-0.093,12.095
2.357,18.523
1.801,-12.682
1.932,-12.295
4.777,27.169
3.849,38.372
-0.197,9.795
-6.902,-33.162
-6.617,-41.798
3.337,4.827
8.752,41.782
2.101,12.358
-6.295,-28.992
-2.376,-7.449
8.475,29.640
9.533,22.723
2.278,1.308
-1.392,-18.692
2.563,-24.453
5.822,-6.673
3.078,8.703
-0.218,17.413
1.303,18.550
4.277,5.730
3.743,-7.477
1.187,-7.607
-1.892,-1.234
-0.338,8.591
7.839,17.315
10.333,6.339
0.021,-25.204
-4.688,-21.944
4.731,24.898
10.437,33.649
5.975,-2.386
-2.073,-35.686
-5.716,-37.452
-1.855,0.014
3.606,36.340
-0.308,16.987
-12.334,-30.679
-17.563,-30.780
-9.531,14.840
-1.002,32.047
-3.815,3.456
-9.814,-23.943
-6.960,-23.463
2.748,11.180
4.295,36.250
-7.144,11.596
-11.865,-9.308
-6.435,2.416
-4.133,6.392
-5.930,-7.480
-5.243,-9.175
-2.025,-0.899
3.110,9.144
5.419,9.098
-0.531,-5.353
-8.177,-12.883
-5.481,5.802
2.800,26.516
2.185,12.801
-3.493,-23.783
-6.022,-32.220
-2.422,1.817
4.439,34.250
6.685,35.099
-2.826,-0.568
-12.538,-24.052
-10.104,-0.957
-2.943,17.429
-4.491,-8.470
-10.385,-43.950
-9.765,-34.224
-2.097,11.620
7.073,45.101
8.554,28.449
0.306,-6.897
-5.890,-24.208
-2.718,-19.674
2.177,-5.808
1.224,9.236
-2.550,5.009
-5.716,-15.044
-6.112,-19.032
-2.804,3.055
0.271,22.577
-2.409,-0.428
-2.200,-28.964
6.876,-9.958
12.160,22.755
6.633,20.810
-0.548,-0.900
0.545,0.214
6.011,13.007
5.756,3.379
0.063,-13.992
-4.346,-10.474
-3.707,10.469
-0.848,25.471
-4.519,4.675
-8.837,-20.805
-5.979,-32.057
-0.344,-14.305
-1.295,11.888
-8.089,9.601
-10.715,-19.708
-5.296,-31.714
0.188,-2.393
-0.087,22.201
-3.690,5.426
-5.908,-15.967
-3.852,-4.765
-2.667,14.650
0.133,18.972
-0.836,-0.210
-7.556,-26.898
-6.726,-24.045
1.124,7.475
5.135,32.100
2.497,18.070
-3.867,-15.335
-8.692,-26.055
-5.025,0.021
-0.634,12.529
-4.253,-5.173
-9.249,-20.768
-7.890,-16.568
-2.720,7.190
1.957,26.234
6.170,19.882
1.080,-18.054
-7.498,-36.107
-3.340,-12.258
7.917,25.307
9.274,26.679
0.582,-9.139
-3.732,-22.223
-0.173,1.811
0.935,6.046
-0.769,-13.413
0.179,-14.321
3.532,9.472
4.880,17.031
0.972,-0.891
0.426,-17.609
4.439,-10.379
9.846,18.417
11.831,22.643
6.593,-12.898
1.786,-28.527
3.657,-3.672
10.300,25.045
11.783,15.713
5.845,-17.316
-0.165,-35.281
2.505,-17.422
11.578,20.520
13.532,24.589
8.585,2.759
6.375,-10.053
5.586,-15.325
3.643,-11.266
3.015,6.992
-0.227,8.086
-5.710,-15.322
-4.350,-13.858
4.319,16.751
6.444,20.752
1.958,-6.757
0.594,-25.663
0.943,-16.630
3.269,10.889
6.076,27.905
3.099,7.529
-2.647,-16.277
-2.500,-1.239
1.091,22.728
0.515,15.383
0.097,-5.108
1.700,-24.657
2.445,-21.620
0.676,-1.885
-4.258,0.918
-2.526,1.325
2.405,1.859
-1.959,-5.180
-6.484,-6.403
-5.418,-7.160
-3.765,-6.901
-2.566,-2.154
0.492,4.074
3.590,-6.918
3.547,-20.899
1.957,-5.429
-1.019,12.176
-1.272,11.930
3.121,7.394
5.567,2.198
1.312,-9.663
-3.036,-16.388
-0.634,-0.312
2.017,17.066
3.761,14.532
6.077,5.527
5.608,6.520
-0.930,11.353
-2.649,3.063
0.458,-12.641
-0.718,-21.546
-1.002,-1.208
3.922,26.828
7.013,19.032
3.504,-13.555
