Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 26/09/2017		Session Time: 3:48:54 PM
Start Time: 00:00:00.000		End Time: 00:01:01.188

EEG-C,EEG-D
256,256
14.770,6.548
11.928,61.366
2.899,55.893
1.699,41.344
2.201,17.689
-0.924,-15.465
-10.403,-46.272
-13.369,-38.676
-7.265,0.722
0.279,35.206
2.697,37.703
-6.599,2.551
-24.127,-53.866
-28.104,-62.884
-19.373,-15.939
-17.319,16.458
-19.410,17.638
-13.894,20.831
-10.598,8.143
-15.751,-27.205
-21.735,-45.451
-14.497,-22.670
1.053,25.054
1.792,44.476
-9.243,13.969
-12.575,-22.361
-7.625,-14.200
0.787,29.684
2.638,39.498
-7.419,-2.715
-19.303,-38.744
-17.770,-23.420
-8.818,10.645
-7.000,9.504
-11.122,5.226
-11.873,11.455
-14.066,-3.954
-15.554,-15.432
-13.970,-5.777
-12.324,-4.276
-6.126,-3.040
-1.206,3.110
-3.735,9.373
-4.556,6.436
-11.005,-13.556
-16.296,-23.704
-12.499,1.963
-10.742,26.134
-15.148,-0.524
-15.864,-32.061
-8.864,-3.824
-6.063,32.155
-14.693,0.045
-19.403,-51.773
-14.704,-28.281
-11.461,31.004
-12.404,39.728
-10.713,5.174
-6.671,-32.904
-3.870,-35.196
-4.920,0.331
-2.301,27.698
-5.928,3.992
-17.127,-33.442
-18.614,-21.963
-6.277,27.380
1.217,37.800
-0.416,6.094
-0.096,0.007
-1.639,4.299
-8.749,-12.353
-8.473,-17.594
-9.491,-8.659
-14.952,8.633
-14.210,6.030
-10.007,-19.969
-8.444,-32.331
-8.068,-26.536
-6.359,-0.356
-2.693,19.593
-1.705,16.144
-2.649,-2.790
-0.500,-13.518
7.247,1.348
10.486,24.151
7.993,23.906
5.820,3.898
1.898,-22.499
-1.628,-16.824
-0.640,24.967
1.207,47.040
-4.459,22.156
-10.442,3.666
-11.212,-6.321
-7.999,-8.588
-3.499,-0.049
-5.124,-1.465
-11.350,-13.812
-9.407,-0.575
0.275,24.321
0.828,11.719
-5.906,-25.013
-8.266,-38.990
-5.225,-20.940
-2.794,5.308
-8.959,16.190
-14.266,3.638
-10.344,-20.542
-5.766,-7.775
-4.001,16.961
-0.252,14.100
4.793,-4.177
5.494,-5.947
1.076,5.732
-3.175,3.827
-6.006,3.385
-3.437,4.668
0.990,0.911
-3.608,1.008
-8.431,-3.583
-6.251,-11.694
-1.336,-3.895
1.053,12.966
-1.260,12.300
-5.185,-14.513
-9.005,-34.352
-9.840,-22.300
-5.923,10.490
-4.681,30.675
-5.316,5.436
-10.755,-41.017
-18.478,-50.995
-25.747,-15.858
-27.943,24.568
-22.124,31.146
-15.677,3.249
-15.193,-16.782
-16.146,-12.462
-11.486,-10.880
-13.846,-26.467
-23.122,-40.189
-22.072,-24.842
-10.619,3.140
-4.669,10.216
-5.786,-4.438
-9.197,-27.423
-12.312,-33.382
-12.834,-12.641
-8.935,10.534
-5.316,5.703
-3.703,-6.360
-9.920,-9.072
-20.169,-2.218
