Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 26/09/2017		Session Time: 4:18:22 PM
Start Time: 00:00:00.000		End Time: 00:01:01.875

EEG-C,EEG-D
256,256
11.741,30.992
8.008,20.885
17.481,46.904
23.196,88.635
13.840,30.789
6.822,-0.929
1.753,-11.812
3.261,-18.569
5.451,-21.990
5.380,-4.288
7.375,38.990
5.419,51.512
-7.445,3.337
-16.642,-38.913
-9.446,-22.886
1.959,14.782
6.715,19.244
5.278,1.023
3.302,-4.379
1.496,-3.379
1.315,-2.023
4.280,-0.777
8.488,5.337
9.387,17.455
7.005,16.660
3.768,-5.731
4.696,-18.507
9.636,10.509
12.728,50.341
8.124,32.130
0.714,-16.838
-0.675,-26.823
1.162,-10.976
6.600,6.003
15.266,14.690
12.762,-4.497
-1.308,-39.149
-5.775,-39.368
5.812,6.795
10.714,38.092
4.463,30.345
1.169,9.116
-1.848,-1.180
-7.268,-6.053
-12.311,-28.967
-10.232,-28.397
-4.533,-1.257
-2.367,4.559
-3.981,-17.498
-5.373,-35.612
-1.217,-11.391
4.349,31.129
4.526,27.537
0.094,-10.688
-6.394,-27.779
-4.293,-0.679
6.193,26.808
11.189,25.487
5.200,-6.020
-5.145,-38.246
-6.900,-27.177
-0.244,3.465
1.396,9.081
-2.671,-8.797
-2.782,-18.054
0.493,-13.286
-0.792,-9.524
-3.448,-3.398
0.790,13.687
3.940,20.977
-0.484,-3.021
-3.075,-15.888
-4.593,0.803
-6.073,9.134
-4.615,4.515
-0.465,10.318
0.514,-2.599
-3.752,-29.372
-4.853,-22.912
-0.370,3.159
3.810,-6.936
2.403,-30.548
-2.130,-22.847
-3.811,0.815
1.888,15.501
5.723,16.497
0.705,10.188
-4.081,-1.058
-3.126,-11.114
-0.603,-4.384
-0.791,13.613
-4.926,18.170
-7.950,0.663
-6.997,-13.655
-5.047,-7.654
-2.833,19.578
-1.569,38.451
0.768,15.145
4.602,-7.357
1.531,-4.087
-6.698,6.691
-12.764,-9.632
-10.286,-20.375
-1.289,-6.179
2.718,1.471
-0.808,-2.730
-2.547,-10.356
-0.951,-15.572
-0.872,-9.099
-1.738,9.332
-0.036,27.276
2.049,33.460
0.674,12.531
-0.954,-5.202
-1.248,-2.459
-0.037,-0.984
1.266,-7.596
0.989,2.664
1.149,21.780
2.195,10.231
2.706,-9.200
3.734,-2.831
6.910,9.310
4.547,2.322
1.354,-5.908
1.510,-14.971
2.992,-15.094
4.448,-10.760
3.399,-5.027
-0.494,1.015
-3.913,-4.319
-0.418,-13.692
3.974,-10.605
1.786,6.036
-0.417,12.696
2.461,-2.087
6.766,-7.542
8.236,5.729
7.757,21.540
8.902,31.593
10.282,15.310
8.507,-14.141
6.708,-12.837
5.872,3.812
6.260,7.919
2.648,-4.652
-4.810,-16.757
-3.591,-3.662
3.260,8.379
3.785,2.078
-0.090,-6.665
-3.269,-8.810
-3.741,-3.729
-4.044,8.022
-2.075,15.860
0.475,10.368
0.889,3.251
-0.463,-3.060
-0.114,-2.458
2.799,4.184
3.832,10.648
1.109,4.602
1.550,-9.381
6.382,-4.157
