Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 26/09/2017		Session Time: 4:40:51 PM
Start Time: 00:00:00.000		End Time: 00:01:01.938

EEG-C,EEG-D
256,256
-13.978,-50.988
-7.551,-57.023
1.273,-46.900
5.876,-5.812
-0.997,-9.829
-3.916,10.353
-1.308,53.198
-1.380,36.435
-3.714,-38.622
-1.355,-61.206
5.550,5.969
9.391,63.489
4.202,45.242
-1.418,-2.629
1.202,-13.208
2.382,3.593
-7.754,-1.568
-13.333,-17.819
-1.176,6.335
8.624,40.903
2.364,12.575
-8.358,-47.156
-10.295,-42.587
-2.981,20.098
1.282,43.920
-1.563,6.876
-4.607,-29.619
-2.941,-24.337
1.352,14.214
4.009,43.905
3.072,18.388
0.706,-27.597
-2.033,-36.232
-4.527,-9.019
-4.370,21.169
3.100,33.403
9.008,9.914
5.866,-23.380
0.186,-28.056
3.262,-8.560
5.337,4.118
1.746,13.434
0.480,38.039
-6.257,17.764
-14.936,-43.535
-9.015,-52.115
2.363,-0.071
5.181,32.699
-1.326,7.628
-3.439,-25.499
-1.764,-28.609
-4.460,-3.250
-1.778,28.520
7.921,28.766
12.041,-2.260
7.260,-22.209
1.562,-3.826
2.676,24.021
5.183,18.839
2.701,-18.645
-2.195,-39.590
-3.157,-6.125
-0.994,36.245
-0.148,18.957
-1.078,-20.367
-2.896,-18.118
-6.033,-1.909
-8.927,-10.342
-4.326,-5.445
2.363,0.740
-3.129,-19.658
-9.946,-37.483
-5.997,-24.861
1.319,-4.271
3.799,3.280
1.848,9.818
1.879,17.904
2.053,3.596
1.200,-17.677
0.563,-18.328
0.579,1.885
0.571,5.851
2.196,-17.490
2.263,-29.218
1.109,-1.547
2.257,39.836
7.914,43.398
9.417,4.828
2.367,-28.979
-2.386,-4.794
-5.404,30.536
-8.728,17.198
-6.685,-17.829
0.278,-31.485
2.110,-13.757
-0.264,16.933
1.166,28.728
4.190,10.982
2.282,-14.662
-2.956,-20.854
-5.143,-8.061
0.857,7.575
8.600,2.577
3.726,-24.412
-2.546,-24.137
-0.188,4.402
3.023,18.015
-2.405,1.831
-7.397,-7.851
-1.898,1.935
6.272,15.666
2.818,7.327
-7.695,-18.104
-10.504,-17.606
-6.470,8.069
-0.823,20.893
3.749,10.438
5.402,2.340
3.616,13.567
-0.102,10.380
-3.287,-16.449
-3.590,-29.012
-0.811,-9.216
1.650,24.984
0.432,33.869
-1.898,2.300
-1.811,-25.727
-4.884,-13.123
-10.022,14.418
-8.409,24.789
-3.912,5.140
-3.075,-16.888
-0.795,-7.936
0.196,11.610
3.453,17.552
7.476,2.235
9.502,-8.708
10.446,-13.885
9.854,-11.912
10.848,9.081
6.067,16.926
-4.018,-5.240
-6.946,-21.465
-4.432,-12.188
-4.099,6.833
-3.686,16.044
-8.442,-5.871
-11.187,-18.489
-0.757,6.273
6.357,37.955
3.230,34.380
-5.029,-10.788
-6.986,-37.886
-1.905,-18.855
0.652,-1.706
0.844,-10.502
3.223,-15.196
4.006,-7.609
3.152,0.654
4.608,-1.390
5.737,-12.151
6.213,-11.433
7.112,-4.201
6.485,-6.615
3.666,-18.473
