Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 25/09/2017		Session Time: 9:08:17 PM
Start Time: 00:00:00.000		End Time: 00:01:01.750

EEG-C,EEG-D
256,256
4.841,-0.073
6.378,4.461
-1.770,-5.799
-2.690,-4.164
3.829,0.920
3.114,1.103
-1.864,-0.954
-2.808,-0.612
0.096,-1.543
4.595,-3.581
7.274,-1.567
5.319,5.101
1.767,8.444
1.556,6.780
1.228,3.876
-0.898,0.163
-1.387,-0.765
-1.609,3.027
-3.582,1.181
-1.355,-0.986
-2.049,3.528
-10.079,3.744
-13.273,-2.496
-7.498,-0.919
-0.641,7.477
1.540,11.935
1.717,8.043
7.380,4.801
11.051,5.290
7.123,6.011
9.599,6.035
13.527,6.786
1.424,4.476
-12.888,-1.492
-9.787,-1.275
0.735,2.334
4.150,3.435
0.549,1.657
-1.382,-1.177
-1.152,1.529
-2.489,6.446
-1.593,3.761
4.177,-1.758
9.209,2.051
7.716,7.954
0.608,2.906
-2.779,-1.627
1.719,0.545
6.443,0.472
3.651,-7.859
-1.214,-13.904
-2.599,-8.560
1.401,3.149
5.979,8.428
8.866,-0.318
6.021,-7.840
-4.767,-8.662
-10.037,-7.111
-7.640,-4.850
-7.622,1.569
-10.139,7.292
-7.632,2.963
0.001,-0.773
1.073,1.288
-2.002,3.811
-0.889,4.450
-1.209,1.769
-4.353,2.181
-4.381,4.243
3.441,2.593
8.163,0.192
4.638,2.456
0.258,0.402
0.750,-0.378
3.645,6.493
7.517,13.389
8.202,10.578
3.529,3.685
0.172,1.373
0.331,2.313
3.319,4.264
3.248,5.672
-3.225,6.329
-8.501,7.869
-7.303,4.582
-3.470,0.984
-0.212,5.334
2.696,5.849
3.190,-1.432
-1.120,-2.461
-9.385,0.722
-8.497,0.641
0.791,-0.595
2.903,0.906
0.941,3.255
0.119,5.454
1.834,9.931
2.606,11.721
1.232,6.871
1.443,3.755
0.654,1.359
-3.824,-7.664
-4.924,-8.110
-1.008,-1.125
-0.078,-4.936
-0.221,-12.734
-0.314,-6.330
-1.926,2.243
1.823,6.040
3.645,-0.114
-0.330,-8.182
-0.677,-8.377
-0.882,-3.523
-1.454,1.419
-1.238,-0.238
-2.779,-0.742
-6.263,0.952
-7.501,-2.948
0.252,-6.833
4.904,-5.672
2.666,2.488
1.289,5.868
-0.971,-2.174
-4.393,-13.008
-4.850,-15.838
-0.201,-11.043
4.515,-7.161
1.813,-8.982
-1.491,-7.670
-0.465,-5.685
1.630,-4.149
3.603,-2.543
3.742,-6.777
3.058,-8.119
2.908,0.106
0.924,6.543
0.355,2.726
3.003,-1.240
5.895,1.578
4.536,5.690
-0.220,4.904
-0.311,3.559
3.961,4.259
5.852,5.368
8.912,9.341
9.279,7.632
1.111,-0.812
-3.689,-3.687
-0.081,2.230
-1.400,3.633
-8.186,-0.332
-8.488,-2.702
-7.383,-5.406
-5.882,-7.710
-4.566,-5.465
-7.350,-0.192
-9.520,2.234
-3.806,-1.239
1.551,-4.159
