Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 25/09/2017		Session Time: 8:46:49 PM
Start Time: 00:00:00.000		End Time: 00:01:01.625

EEG-C,EEG-D
256,256
-5.231,-122.982
7.904,-6.040
3.764,-45.200
0.556,15.959
-1.097,29.146
0.911,65.061
4.677,63.385
7.218,-14.663
6.490,-79.237
3.332,-42.609
-8.055,38.584
-16.817,59.777
-10.758,15.826
1.164,-27.377
6.760,-27.451
2.678,-5.427
-1.870,7.800
-1.996,20.484
2.408,35.464
3.717,22.834
-2.481,-23.418
-8.097,-48.586
-6.039,-11.901
-2.974,47.325
0.444,52.161
6.024,-10.830
5.927,-59.354
3.143,-23.346
1.794,49.851
3.216,65.034
8.797,6.311
12.615,-45.985
8.676,-24.960
1.063,23.432
-0.524,31.425
4.112,7.789
5.575,-10.063
2.139,-4.496
-0.177,5.435
3.359,4.673
9.503,6.576
10.780,19.303
3.412,18.187
-3.240,-18.086
-3.666,-40.863
-6.320,-12.481
-8.279,30.067
-2.124,32.114
9.645,-9.669
13.302,-40.155
6.423,-12.275
6.492,44.700
9.145,50.532
3.564,-3.957
-5.259,-50.235
-6.669,-34.359
2.576,23.100
9.111,45.792
5.608,-0.422
1.857,-57.642
9.403,-50.164
14.087,-1.264
12.767,16.221
15.090,-10.704
18.422,-34.826
14.796,-17.899
7.397,17.818
2.210,29.571
1.555,19.536
4.265,11.466
6.109,10.715
-0.143,4.006
-6.618,-1.632
-5.827,9.657
1.837,21.756
7.214,18.491
2.917,-2.549
-3.841,-23.202
-2.403,-9.921
-4.006,19.958
-10.591,27.430
-9.715,0.135
-2.908,-29.842
-1.956,-21.507
-1.895,26.517
0.309,54.848
-5.394,23.095
-13.696,-28.894
-9.534,-26.088
-1.292,29.645
1.213,63.467
-3.136,31.875
-9.595,-19.345
-4.684,-23.317
-0.284,19.084
-4.405,55.919
-8.092,42.659
-4.111,0.023
2.077,-22.513
4.084,3.664
-0.965,35.931
-5.864,33.386
-0.076,8.645
4.402,-8.423
1.853,2.992
-1.092,29.001
4.836,36.010
8.561,13.472
2.621,0.232
-2.933,11.345
-1.190,12.868
1.831,2.978
3.185,6.562
7.397,20.026
11.084,20.251
4.635,5.776
-3.274,-0.024
0.914,13.361
10.965,24.836
8.936,14.047
-2.439,-9.031
-5.310,-18.266
1.198,2.194
8.385,36.907
9.083,41.292
4.534,6.221
6.908,-18.181
11.702,5.194
9.173,44.999
6.100,38.761
5.725,-8.671
5.669,-34.050
7.800,-7.693
-0.423,38.294
-13.249,43.606
-14.066,-3.895
1.688,-38.127
12.814,-28.286
5.799,6.726
-1.078,19.742
0.881,-11.726
-0.012,-46.606
-4.412,-41.057
-4.280,-4.674
-0.966,9.074
-1.035,-21.505
-2.412,-54.406
-0.618,-50.270
0.220,-31.269
0.919,-25.506
-2.021,-37.824
-7.353,-60.027
-6.827,-59.874
-3.272,-44.231
-5.218,-43.867
-8.409,-54.844
-5.002,-57.560
-2.988,-55.204
-4.434,-49.001
-6.936,-49.287
-10.193,-50.911
-5.719,-35.132
1.356,-18.439
3.561,-20.689
0.334,-31.356
2.170,-25.648
8.123,-1.032
-3.589,13.470
-25.971,-4.671
