Export Channel Data with rate of 256 samples per second.

Client: 1225010 - mike ma	Channel Set: PI 2 EEG & Coherence.chs
Session Date: 25/09/2017		Session Time: 8:44:54 PM
Start Time: 00:00:00.000		End Time: 00:01:00.813

EEG-C,EEG-D
256,256
1.339,-85.008
-5.073,-53.240
-7.565,-116.987
-2.575,-109.869
5.164,-18.392
4.908,25.334
0.175,35.110
1.726,44.619
6.215,18.028
6.270,-41.702
5.739,-60.607
10.464,-8.331
9.615,51.523
2.317,50.134
-4.125,-2.452
-6.251,-42.238
-9.469,-34.165
-5.695,-4.829
3.215,22.799
8.875,33.511
5.793,13.428
-3.215,-20.059
-4.909,-39.403
-2.217,-24.157
2.315,16.782
7.782,43.910
11.238,24.521
8.778,-22.464
-4.242,-42.267
-11.561,-7.411
-4.830,38.952
7.848,41.010
8.138,0.068
-0.688,-28.319
0.869,-2.936
8.376,38.734
5.192,43.442
-4.056,14.641
-6.634,-8.751
0.344,-2.591
1.794,9.125
-9.026,6.814
-14.570,8.535
-9.146,8.362
-4.051,-10.571
-6.924,-20.420
-9.001,-9.396
-9.199,10.405
-6.814,22.140
-6.833,6.072
-9.686,-24.097
-5.257,-31.341
-2.199,-5.884
-3.481,15.373
-4.392,1.742
-12.254,-32.641
-19.740,-46.418
-12.110,-14.769
2.966,28.355
5.499,27.434
-2.104,-7.399
-6.332,-30.629
-1.874,-11.562
-4.228,25.658
-16.551,31.795
-14.585,1.389
1.992,-17.181
6.825,-9.804
1.491,2.825
-3.232,4.294
-1.519,-7.954
-2.976,-11.961
-8.316,-10.833
-10.099,-15.104
-7.964,-14.889
-0.150,-2.575
4.361,11.476
-0.402,1.141
-3.481,-18.804
-3.185,-18.407
-3.499,-5.856
-6.537,3.144
-8.267,0.930
-3.752,-14.738
-0.521,-20.865
1.779,-7.557
0.797,3.495
-0.446,-3.235
0.153,-26.786
-0.648,-32.935
-0.161,-12.778
0.584,8.676
0.146,7.251
0.745,-18.858
-1.402,-38.399
-2.474,-25.287
0.599,4.975
-4.719,17.184
-10.646,-8.086
-9.802,-46.295
-7.402,-55.449
-4.363,-32.238
4.498,-21.763
15.926,-38.913
24.938,-52.473
29.105,-40.001
27.231,-13.013
18.596,5.605
4.773,3.873
0.392,-8.727
12.165,-17.141
9.177,-13.639
-6.671,-8.134
-9.347,-9.639
0.037,-11.720
0.233,-19.525
-7.323,-26.127
-6.117,-17.883
3.644,0.030
5.448,12.748
2.865,12.336
1.312,0.595
0.950,-10.890
6.138,-3.893
4.495,14.072
-5.691,21.763
-7.801,8.033
2.651,-10.175
9.575,-9.048
9.142,17.979
6.502,41.888
5.130,30.636
4.921,-4.976
5.702,-16.826
7.432,14.778
1.683,37.903
-2.625,23.096
-2.162,-5.887
-5.750,-17.886
-4.781,-0.626
2.937,24.693
13.314,26.956
13.639,4.314
2.709,-14.255
-5.051,-3.417
-1.515,19.141
3.105,14.100
-0.126,-9.429
1.229,-20.099
7.669,-9.133
-0.802,-3.748
-15.362,-13.101
-15.788,-23.803
-6.102,-29.230
-2.375,-27.789
-6.777,-27.138
-7.245,-27.958
-3.426,-25.340
2.406,-25.912
5.838,-29.124
0.682,-33.232
-3.349,-35.693
5.539,-28.998
16.603,-17.743
15.461,-19.261
6.484,-35.471
3.674,-44.742
6.666,-32.105
4.766,-18.554
0.533,-24.861
-1.775,-41.781
-2.024,-44.464
-0.372,-29.048
-2.755,-16.243
-4.063,-17.341
1.025,-26.848
9.511,-31.293
8.724,-22.506
-4.745,-9.380
-12.607,-9.680
-5.418,-24.040
0.319,-33.832
-0.936,-22.823
-4.253,0.020
-8.545,6.381
-5.995,-5.877
6.356,-20.169
12.624,-18.683
9.142,1.019
3.967,17.811
0.887,9.347
2.078,-11.630
0.570,-15.606
-4.824,2.599
-7.070,13.879
-7.399,2.745
-9.609,-10.131
-9.624,-5.820
-4.215,10.819
5.177,27.397
13.921,36.664
13.563,28.856
3.530,20.765
4.032,23.592
14.502,32.926
13.519,38.766
1.385,31.403
1.117,26.518
8.943,30.361
4.973,31.968
2.331,35.742
6.547,34.557
6.521,23.868
7.319,20.840
9.411,23.713
11.635,29.555
12.069,34.045
5.640,28.223
3.136,21.641
6.075,22.301
4.731,20.288
2.792,23.642
0.206,29.627
-3.198,25.980
-0.990,12.924
5.918,6.922
15.847,22.301
22.451,41.959
17.925,40.579
6.344,19.305
-1.789,2.347
-5.612,9.237
-3.405,34.684
6.086,45.866
9.209,26.947
3.974,7.415
2.619,16.266
5.574,36.031
4.547,31.021
4.751,15.132
4.508,3.535
1.299,1.344
-2.771,10.715
-5.009,17.033
1.410,7.858
6.497,-5.274
2.806,-3.428
0.005,10.078
4.080,16.108
5.656,6.247
-1.132,-6.490
-6.337,-9.313
-3.136,-1.259
7.345,12.942
9.048,12.792
-1.538,-2.806
3.112,-5.838
11.214,8.908
-2.287,10.776
-17.179,-5.400
-7.431,-8.699
7.454,3.169
4.193,6.712
-3.398,5.957
2.552,10.507
8.072,8.854
0.185,3.431
-6.071,5.042
-0.280,10.068
6.187,15.709
7.766,18.902
3.178,16.984
4.578,16.610
16.615,18.108
18.079,20.201
3.531,23.832
-2.208,28.363
1.159,29.783
-1.159,18.211
-4.805,8.443
-0.888,16.842
6.918,30.071
7.723,28.132
-0.699,8.619
-4.161,-0.004
4.475,11.718
10.621,24.549
3.291,19.119
0.748,0.135
3.335,-2.072
1.801,12.164
-0.203,15.958
0.481,2.276
4.232,-10.251
5.097,-14.393
6.959,-12.831
11.771,-12.515
12.007,-14.392
10.811,-16.890
13.779,-13.667
15.607,-0.580
10.504,10.882
6.697,13.075
7.614,4.098
4.506,-8.488
-3.126,-5.377
-8.344,12.874
-5.728,17.883
0.150,7.412
-0.140,-5.681
-8.537,-10.142
-7.239,-0.103
2.777,9.372
7.522,6.825
5.237,-0.829
-1.075,-3.973
-1.584,1.755
6.022,7.684
6.431,-5.119
-5.736,-31.156
-24.139,-48.538
-32.213,-47.777
-27.592,-37.540
-22.030,-33.546
-20.983,-44.197
-23.452,-59.111
-23.584,-63.719
-23.661,-61.590
-30.643,-57.644
-31.972,-52.118
-18.686,-46.798
-13.081,-46.087
-20.855,-52.023
-29.768,-56.084
-24.265,-48.035
-6.205,-35.199
-4.417,-32.911
-17.047,-42.450
-23.766,-50.315
-19.240,-44.050
-9.425,-25.167
-1.557,-17.661
-5.561,-30.981
-19.942,-38.140
-29.588,-28.994
-25.216,-17.418
-16.381,-15.900
-6.055,-17.112
-2.635,-13.117
-3.642,3.311
-5.836,14.831
-5.441,6.373
2.341,-1.134
5.614,-3.959
-5.117,-10.221
-16.999,-5.831
-11.334,4.498
2.319,2.600
5.121,-2.080
0.981,5.410
0.132,15.669
-4.680,16.696
-13.132,10.603
-8.791,8.719
3.252,18.309
6.043,34.479
-4.087,32.448
-6.824,22.419
5.041,20.365
10.479,24.502
4.897,30.697
-1.133,33.045
-3.189,24.374
-3.835,9.934
-6.152,9.733
-2.254,19.435
4.301,21.261
1.373,13.049
-8.135,4.242
-8.947,4.491
3.699,15.982
7.849,22.375
0.528,15.127
-6.516,3.535
-10.047,-2.080
-8.472,5.286
-6.271,10.019
-4.167,7.155
-2.633,5.111
0.069,8.391
0.007,10.642
-2.906,8.707
-1.424,8.855
-7.447,6.919
-14.778,2.499
-8.188,0.252
4.152,0.971
6.827,1.551
0.131,0.230
-2.760,1.024
1.218,0.727
2.293,-6.986
-2.928,-14.034
-9.731,-7.081
-6.110,2.689
0.255,-3.089
-3.027,-17.975
-5.911,-23.715
-0.207,-9.427
13.753,9.676
17.151,4.014
3.564,-14.244
-8.045,-18.904
-8.992,-13.480
0.463,-4.799
5.608,0.091
4.563,-0.985
8.124,-1.960
8.952,0.372
1.236,2.528
-4.387,3.579
-1.327,-0.896
3.964,-1.637
2.838,2.969
-3.335,5.925
-7.303,9.397
-8.349,3.766
-3.034,-4.000
10.273,0.973
26.653,14.963
25.198,15.967
-1.055,2.175
-21.534,-12.661
-12.154,-10.519
-0.731,5.438
-2.636,11.781
-2.243,0.773
4.307,-6.012
2.800,-3.030
-1.912,6.016
-3.764,6.187
-2.794,-6.514
4.844,-10.563
9.088,-0.579
1.210,2.816
-2.892,-2.384
-1.100,-3.497
1.772,-4.241
3.228,-4.362
4.787,-2.480
9.889,-1.754
14.183,-3.767
9.002,-3.015
-2.652,0.670
-8.438,-6.694
-10.740,-18.151
-5.430,-16.128
2.483,-11.207
4.767,-11.352
2.667,-11.405
5.335,-10.204
9.891,-11.943
2.392,-11.304
-0.849,-7.701
8.037,-8.097
8.577,-15.168
-3.134,-21.962
-4.661,-22.656
4.315,-16.974
5.749,-21.078
0.705,-35.354
2.867,-36.245
5.882,-22.327
-0.628,-16.484
-4.527,-18.880
-0.585,-18.790
-1.069,-17.690
-4.299,-17.710
3.995,-13.916
13.711,-14.941
6.347,-23.988
-8.252,-26.850
-12.279,-19.094
-10.811,-16.282
-12.854,-20.806
-12.203,-16.861
-1.180,-6.514
14.324,3.475
16.960,6.140
5.501,4.482
-7.832,-2.835
-15.177,-10.513
-10.666,-6.838
-1.064,5.208
2.489,11.499
5.156,9.696
6.293,5.303
2.325,8.922
-1.785,14.205
-7.748,14.629
-10.551,6.671
-4.919,-2.620
4.783,2.629
2.893,13.892
-9.803,12.991
-13.724,5.883
-6.089,3.388
1.464,7.214
0.942,13.011
3.219,21.045
6.470,21.546
-3.113,12.871
-13.935,4.172
-10.524,7.724
-1.692,10.475
