-5.662,-1.933
-5.946,-1.949
-4.884,-1.866
3.278,-0.451
10.229,-1.100
11.362,-1.436
6.982,0.116
6.518,3.281
8.330,2.902
3.118,-3.788
2.016,-5.693
1.578,0.900
-1.795,5.682
-0.288,3.000
3.844,-2.040
9.091,-4.247
13.310,-5.533
12.387,-4.882
2.716,-4.874
-8.808,-9.262
-9.760,-8.829
-5.278,-3.030
-2.818,1.799
-3.805,0.443
-5.862,-4.213
-4.223,-6.177
2.730,-3.603
8.889,-1.575
9.310,-1.754
2.863,-4.329
-1.982,-6.657
-1.421,-6.858
0.299,-5.004
2.851,-1.928
5.372,-0.158
6.212,2.407
8.074,4.403
2.804,1.114
-5.971,-3.507
-8.231,-2.380
-6.158,-1.448
-2.888,-6.477
1.121,-9.032
2.366,-6.176
1.730,-3.046
-0.660,-2.522
-2.605,-3.439
3.531,-3.768
5.434,-3.789
-4.571,-7.277
-11.475,-13.479
-2.385,-13.493
16.297,-6.584
26.333,-1.067
15.023,-5.478
-12.957,-15.748
-26.277,-18.671
-18.017,-11.821
-12.288,-7.191
-11.763,-7.204
-0.770,-7.629
3.637,-10.432
-14.573,-12.500
-24.464,-9.980
-16.516,-6.424
-8.954,-5.287
-4.819,-2.615
0.632,5.639
6.807,16.173
8.097,13.222
3.850,1.479
-1.715,-4.106
-3.288,-3.094
0.968,-1.754
3.373,-3.105
-1.512,-7.130
-3.657,-8.206
-0.205,-4.843
-0.223,-1.385
-3.405,-0.803
-5.206,-0.950
-2.281,1.740
0.755,2.371
0.532,0.262
-3.601,-2.742
-5.335,-7.135
-3.788,-8.261
-9.323,-4.644
-10.165,-1.282
-0.793,0.485
3.283,0.625
-3.497,-1.556
-6.357,-4.076
-3.958,-4.626
-4.307,-1.012
-8.744,4.894
-6.412,5.098
1.877,-0.091
6.338,-1.801
2.368,0.685
-2.164,0.806
1.895,-6.690
8.194,-13.141
9.406,-12.529
8.139,-7.285
6.197,-4.344
-0.423,-4.004
-8.740,-3.016
-9.193,-0.640
-5.995,2.327
-6.651,3.345
-5.962,5.126
3.703,9.811
13.084,11.023
11.127,4.925
5.437,-0.390
4.066,0.051
-2.692,-2.155
-15.079,-2.722
-17.528,1.364
-8.847,5.068
-6.804,2.949
-11.839,-2.884
-9.076,-6.610
-3.854,-8.669
-1.439,-7.751
-2.516,-5.564
-7.559,-3.934
-6.082,-0.033
1.277,4.851
5.499,5.899
4.841,3.830
2.408,6.429
-0.182,10.574
3.008,9.898
8.737,6.654
9.324,0.709
9.213,-2.111
5.678,-0.753
-1.289,2.118
0.029,5.646
-2.855,4.101
-7.631,-1.589
-6.805,-0.787
-10.696,1.960
-14.623,2.145
-6.122,3.480
5.814,6.232
5.995,5.379
-0.208,3.434
1.044,4.673
5.360,4.123
2.584,-2.345
-2.354,-7.090
-4.652,-8.550
-5.748,-8.758
-2.003,-5.991
-1.577,-3.364
-9.603,-4.229
-11.089,-1.772
-3.470,3.089
-0.846,1.905
-7.986,-3.624
-12.402,-2.907
-0.866,2.428
4.725,2.732
-10.319,-3.607
-13.467,-6.547
3.099,-0.398
10.149,7.415
-2.001,6.897
-7.366,1.012
-2.785,-0.893
-0.246,5.225
0.895,11.068
4.944,12.788
10.834,14.265
11.212,13.712
5.678,11.850
1.847,11.303
6.385,11.617
11.961,7.792
14.883,0.819
14.632,-4.795
-1.932,-7.865
-19.534,-11.462
-19.462,-12.185
-8.113,-6.503
-4.792,-2.034
-5.842,3.513
-5.128,5.846
-1.418,0.085
0.919,-1.512
-5.558,0.718
-9.773,-0.059
-5.587,-2.375
0.893,-3.179
-0.138,-4.789
-4.611,-5.035
-3.012,-2.489
0.326,0.284
6.937,6.559
8.518,10.433
1.943,6.453
-0.729,1.232
4.539,0.969
9.553,4.061
4.469,4.761
-2.733,1.214
-0.654,1.991
3.438,6.923
9.068,11.374
15.009,10.564
10.732,2.944
-6.691,-4.403
-12.646,-3.922
-1.052,1.050
5.978,5.150
1.200,4.338
-2.905,2.620
-0.111,4.177
7.254,4.342
11.286,2.374
5.523,2.248
-1.292,4.673
1.546,4.322
9.820,1.066
8.719,-4.035
1.756,-4.473
-0.262,-0.139
4.548,3.384
14.042,6.229
5.441,6.335
-17.365,0.632
-13.506,-0.560
9.674,5.237
10.409,7.199
-4.379,5.219
-5.410,5.831
2.016,8.478
8.480,12.241
13.001,16.131
8.260,8.020
-4.846,-6.237
-9.220,-7.073
-7.711,-2.125
-6.581,-0.038
-5.641,-0.702
-9.497,-1.962
-14.556,-2.901
-10.921,-1.336
6.843,1.625
17.394,1.694
1.431,1.598
-17.419,2.444
-12.622,3.843
0.816,3.017
6.526,0.745
8.410,3.122
4.862,5.156
-4.000,2.212
-6.263,-0.683
-1.006,-3.770
3.733,-5.005
1.984,-7.826
-0.163,-10.109
4.276,-6.307
8.696,-2.941
6.223,-5.266
4.962,-6.441
10.248,-0.813
10.255,4.813
-1.391,0.173
-8.146,-4.391
4.699,-0.162
20.218,5.286
13.394,7.100
-4.962,7.354
-7.918,5.458
-0.358,1.385
1.776,-0.933
3.793,2.615
8.837,6.487
2.156,3.872
-3.704,0.051
-0.188,-0.749
-1.034,-1.196
-6.970,-3.681
-4.896,-4.796
-0.663,-2.639
-5.702,-0.919
-9.791,-3.896
-4.514,-7.410
5.033,-3.843
5.538,-0.209
-1.231,-5.481
0.392,-6.927
7.834,0.012
3.972,-0.429
-5.085,-8.600
-7.866,-10.726
-2.266,-5.759
1.983,-0.717
-3.135,0.771
-11.437,-2.345
-15.739,-6.402
-13.900,-7.986
-6.665,-8.594
-1.809,-9.221
-5.088,-9.371
-10.669,-8.228
-6.620,-6.292
-1.451,-6.864
-3.033,-8.344
-10.111,-8.065
-20.214,-6.933
-23.169,-8.187
-12.723,-6.236
-1.959,-1.161
-1.514,0.985
-6.591,-1.574
-11.386,-8.057
-9.453,-11.149
3.672,-7.542
9.158,-4.427
2.973,-2.072
0.757,2.744
2.985,6.555
2.846,5.486
1.637,6.007
2.082,10.624
-1.668,10.603
-1.705,8.330
3.381,6.352
3.496,6.122
1.208,6.142
-1.232,2.820
-5.161,-1.816
-6.108,-3.520
1.198,-2.787
8.618,-2.941
2.354,-3.550
-7.217,-2.888
-2.669,0.180
4.752,5.979
0.590,7.441
-13.297,2.107
-20.297,-1.413
-14.534,0.560
-4.167,1.885
6.335,2.498
10.233,0.172
10.363,-1.652
10.231,-0.737
7.414,3.426
1.221,7.853
-0.740,8.370
0.256,5.391
-4.171,-1.243
-8.738,-4.162
-3.933,1.783
-0.540,5.990
-5.305,1.263
-6.258,-2.833
0.627,-1.250
2.395,-0.410
-6.425,-0.745
-9.055,-0.515
-6.099,-2.869
-8.733,-7.043
-11.723,-7.702
-5.823,-4.171
4.934,-0.738
2.121,-4.470
-8.832,-9.614
-10.996,-7.114
-3.605,-0.496
3.996,-2.514
5.077,-11.597
4.194,-14.477
7.881,-5.875
0.843,-0.789
-9.032,-6.175
-8.954,-10.210
-4.370,-6.633
-2.817,0.475
-5.747,3.318
-5.802,-0.818
-0.911,-4.379
4.857,-3.136
7.342,0.380
5.945,3.297
7.205,2.933
6.705,-1.399
2.330,-4.017
0.119,-1.463
0.082,2.212
-2.230,2.108
-0.820,0.285
11.010,-0.065
15.742,-2.052
2.236,-3.119
-12.587,-2.768
-13.087,-2.554
-4.239,0.798
6.073,6.639
15.510,9.821
12.971,6.792
-0.265,1.800
-7.120,0.694
1.338,5.907
11.391,10.391
2.873,4.720
-3.621,0.392
7.676,3.545
11.055,5.358
2.678,4.995
3.709,4.384
8.835,3.672
3.922,2.374
-2.566,1.100
-0.064,2.699
7.522,5.295
11.559,7.663
2.226,7.311
-6.833,6.424
-1.922,7.242
5.202,6.879
4.259,3.514
-1.081,-1.312
-1.280,-3.821
3.313,-2.083
2.012,0.630
-5.497,0.516
-5.094,1.592
5.928,6.041
12.856,5.939
5.327,-1.028
-8.424,-3.869
-11.195,-1.299
-2.955,2.934
6.329,8.990
9.450,14.942
7.841,14.992
2.269,10.576
-2.291,9.203
-0.006,12.585
3.811,14.809
4.475,15.015
3.694,11.822
2.124,3.607
6.613,-0.121
12.187,2.534
3.395,3.004
-6.046,0.046
-1.869,-1.066
4.302,-1.030
-0.990,0.199
0.379,4.778
8.687,6.917
11.661,3.432
12.697,0.992
11.214,5.628
0.571,12.678
-7.986,8.476
-1.422,-0.585
2.531,-0.247
-0.333,5.943
-2.668,7.221
-6.670,1.960
-7.736,-0.640
-0.337,5.681
6.303,11.187
4.994,8.937
-1.374,3.676
-6.827,1.990
-7.766,2.691
-4.845,4.253
-0.384,7.134
0.340,6.153
-2.774,3.842
-1.349,8.096
5.370,11.122
5.214,5.553
1.073,-0.296
-2.480,-1.193
-0.229,-0.531
-1.396,-1.664
-16.249,-4.168
-18.648,-4.324
-7.429,-4.332
2.007,-5.398
4.359,-4.483
-3.394,-3.838
-9.141,-4.641
-10.334,-8.273
-7.841,-10.050
-3.352,-4.740
-2.463,0.815
-2.446,0.934
3.522,5.358
6.950,7.455
6.486,1.457
5.534,-2.546
0.695,-1.972
-3.107,1.715
0.175,4.076
6.389,1.004
7.905,-4.219
2.312,-7.059
-10.225,-7.666
-13.917,-7.889
-2.724,-2.146
8.780,5.672
-0.464,-2.271
-7.014,-13.407
0.775,-11.537
-2.660,-6.430
-7.626,-4.519
-1.559,1.155
5.104,7.121
-2.636,-1.549
-8.833,-9.444
-0.229,-6.281
12.770,0.026
11.075,0.973
0.271,-2.794
-1.420,-5.300
2.699,-6.302
6.872,-4.882
8.547,-0.136
5.521,1.327
-0.456,-2.883
-1.476,-4.778
5.832,-3.860
9.500,-3.230
-1.803,-3.278
-8.039,-2.942
0.852,0.591
13.009,5.147
14.467,4.658
4.259,0.555
-0.544,-2.827
-2.008,-4.071
-7.054,-5.101
-7.368,-4.327
-1.114,1.442
4.000,9.892
2.737,9.575
1.457,1.527
7.227,-0.572
10.631,0.643
6.619,-1.284
1.087,-3.911
1.416,-4.263
-0.446,-2.967
-11.271,0.661
-13.574,5.112
-7.707,3.916
-5.806,0.113
-9.939,0.032
-11.796,1.843
-8.359,0.954
-6.092,-5.683
-3.759,-6.902
0.591,-0.905
1.882,1.479
5.546,1.228
10.206,2.030
8.922,3.269
-0.093,1.659
-4.243,-2.109
-0.774,-3.316
-4.078,-3.354
-2.384,1.532
10.584,9.647
9.459,4.117
0.821,-6.586
8.392,-4.288
20.355,3.069
13.253,1.486
1.870,-0.988
1.923,1.391
-0.332,4.089
-6.905,10.190
-1.460,19.003
12.722,21.776
14.641,19.204
3.489,17.774
-3.632,19.397
-3.464,19.585
2.958,21.294
8.964,22.695
10.929,18.922
9.985,17.523
4.158,17.056
0.738,14.623
2.352,11.716
1.986,7.650
1.841,5.874
4.020,7.752
6.963,10.805
8.882,15.219
7.792,17.969
4.990,13.571
9.615,9.760
13.403,13.318
9.275,19.133
6.599,17.999
10.713,12.653
6.270,7.013
-7.435,5.680
-6.490,12.400
5.186,14.716
13.358,6.511
17.974,-0.599
18.117,-0.893
14.238,7.951
15.119,17.350
14.187,18.136
8.484,14.802
3.569,13.850
4.262,14.259
3.697,10.999
-2.179,5.220
-2.097,2.972
4.827,4.726
10.887,6.865
10.179,6.904
5.362,4.506
1.836,1.086
-0.711,-2.094
-0.680,-2.818
5.104,0.577
7.876,4.548
3.784,3.649
0.790,0.850
1.811,4.363
-1.651,5.004
0.105,-4.170
6.582,-7.671
0.157,-0.069
-4.045,8.452
-1.202,11.306
1.624,12.275
3.152,14.581
-1.262,12.505
-7.465,5.546
-7.868,3.265
-0.506,7.941
9.642,12.832
11.808,10.605
5.628,5.508
-2.684,3.780
-9.293,1.608
-9.240,-0.190
-1.009,3.976
2.841,5.817
-3.612,-0.433
-9.726,-7.665
-7.439,-10.160
2.590,-2.244
6.721,9.592
-1.366,8.544
-8.980,-1.967
-9.125,-5.285
-5.581,-0.312
-4.003,3.528
-2.288,2.449
-5.124,-4.292
-12.821,-11.954
-13.913,-10.523
-2.920,-1.909
7.792,3.289
5.039,-1.383
-5.420,-9.421
-9.135,-13.737
-1.248,-13.511
4.080,-10.165
-1.075,-9.063
-2.184,-10.610
2.304,-6.862
-3.164,-2.877
-15.644,-9.925
-22.031,-18.600
-16.934,-15.189
-10.350,-1.892
-9.326,5.607
-7.390,-2.561
-2.014,-15.091
1.672,-17.248
6.392,-9.802
13.126,-2.482
19.965,0.635
17.881,0.199
0.730,-3.219
-11.892,-5.695
-4.729,-3.478
1.715,0.865
-3.167,2.816
-10.298,0.982
-17.221,-6.714
-27.862,-17.693
-35.436,-23.610
-31.621,-19.509
-18.169,-12.358
0.786,-8.916
14.600,-5.903
14.186,-0.220
11.219,5.262
12.929,5.506
11.291,1.546
7.818,-1.379
8.356,-3.174
5.421,-4.754
-6.072,-8.385
-14.053,-13.480
-13.139,-15.215
-16.611,-16.531
-31.794,-21.460
-45.722,-26.541
-44.955,-24.161
-32.484,-15.770
-20.330,-12.698
-15.795,-15.270
-6.878,-13.737
7.798,-6.493
18.803,0.450
31.304,5.283
37.899,6.521
25.067,0.523
4.952,-9.808
0.010,-14.587
10.692,-7.108
8.823,-1.793
-11.956,-9.792
-25.046,-17.926
-25.389,-16.934
-25.423,-14.444
-30.988,-20.014
-39.204,-29.442
-39.032,-28.314
-29.003,-20.383
-26.584,-18.922
-24.632,-16.629
-10.998,-8.871
3.523,-1.336
10.825,3.153
13.929,4.119
17.684,1.222
20.289,-0.764
19.454,-4.205
16.000,-8.062
10.418,-7.804
6.693,-7.446
5.429,-14.554
-3.522,-20.680
-17.763,-24.715
-27.570,-27.253
-31.048,-27.245
-30.969,-22.392
-22.993,-12.605
-11.442,-3.648
-8.017,-0.518
-5.786,2.367
2.043,7.436
13.992,12.104
19.957,14.638
16.722,15.805
22.649,18.925
33.758,19.899
26.571,14.170
12.235,6.860
9.523,3.194
12.365,4.081
6.736,3.898
-5.337,-3.528
-12.909,-8.300
-16.140,-6.521
-14.686,-4.274
-9.690,-2.291
-9.295,4.217
-11.553,8.174
-8.649,5.415
-1.427,2.769
5.452,3.217
8.357,2.964
9.606,2.164
10.228,5.083
10.560,10.223
10.600,10.131
9.712,6.785
8.041,5.463
6.473,5.990
5.750,5.078
7.165,6.440
8.247,10.230
4.246,8.303
-1.955,0.549
-8.392,-6.304
-14.820,-12.002
-18.762,-17.228
-18.632,-20.292
-16.410,-23.361
-15.301,-28.930
-6.342,-29.773
7.947,-25.669
2.557,-28.125
-14.072,-35.236
-17.952,-31.754
-9.211,-15.726
6.060,6.212
16.528,21.936
12.816,23.750
6.279,21.031
5.985,18.820
7.498,14.997
6.865,11.174
6.068,10.010
5.739,8.716
-0.776,3.312
-4.842,-1.871
-6.016,-6.477
-8.332,-10.844
-4.064,-8.608
2.468,-6.646
-4.849,-15.934
-22.510,-28.655
-32.873,-32.923
-23.040,-22.988
0.116,-1.829
